
Timestamp(ms),GaugeValue,HeadPos.x,HeadPos.y,HeadPos.z,HeadForward.x,HeadForward.y,HeadForward.z,GazePos.x,GazePos.y,GazePos.z,GazeDirection.x,GazeDirection.y,GazeDirection.z,ObjLookingAt
1758858343144,71.067,0.13,0.804,0.417,0.047,0.009,0.999,0.13,1.101,0.272,-0.025,-0.051,0.998,Slide 1
1758858343195,71.067,0.13,0.804,0.417,0.047,0.009,0.999,0.13,1.101,0.272,-0.021,-0.031,0.999,Slide 1
1758858343252,71.067,0.13,0.804,0.417,0.044,0.011,0.999,0.13,1.101,0.272,-0.02,0.059,0.998,HUD_Follower
1758858343312,71.067,0.13,0.804,0.418,0.037,0.016,0.999,0.13,1.101,0.273,-0.024,0.057,0.998,HUD_Follower
1758858343365,71.067,0.128,0.805,0.418,0.013,0.028,1,0.129,1.101,0.273,-0.039,0.066,0.997,HUD_Follower
1758858343445,71.067,0.126,0.805,0.418,-0.012,0.032,0.999,0.126,1.102,0.273,-0.229,0.148,0.962,None
1758858343502,71.067,0.124,0.805,0.419,-0.036,0.035,0.999,0.124,1.103,0.273,-0.243,0.14,0.96,None
1758858343533,71.067,0.122,0.806,0.418,-0.055,0.039,0.998,0.123,1.103,0.273,-0.252,0.145,0.957,None
1758858343586,71.067,0.122,0.805,0.419,-0.069,0.041,0.997,0.122,1.103,0.274,-0.28,0.153,0.948,None
1758858343667,71.067,0.121,0.805,0.419,-0.073,0.04,0.997,0.121,1.102,0.274,-0.27,0.143,0.952,None
1758858343698,71.067,0.121,0.805,0.419,-0.079,0.042,0.996,0.121,1.102,0.274,-0.273,0.144,0.951,None
1758858343753,71.067,0.12,0.806,0.419,-0.081,0.042,0.996,0.12,1.102,0.274,-0.253,0.144,0.957,None
1758858343811,71.067,0.12,0.806,0.42,-0.08,0.043,0.996,0.12,1.103,0.275,-0.242,0.143,0.96,None
1758858343866,71.067,0.12,0.806,0.42,-0.078,0.042,0.996,0.12,1.103,0.275,-0.239,0.142,0.961,None
1758858343949,71.067,0.121,0.806,0.42,-0.076,0.042,0.996,0.121,1.103,0.275,-0.212,0.133,0.968,Slide 1
1758858344005,71.067,0.12,0.806,0.42,-0.076,0.043,0.996,0.12,1.103,0.275,-0.162,0.121,0.979,HUD_Follower
1758858344037,71.067,0.12,0.806,0.42,-0.076,0.043,0.996,0.12,1.103,0.275,-0.162,0.12,0.979,HUD_Follower
1758858344088,71.067,0.121,0.806,0.42,-0.076,0.043,0.996,0.121,1.103,0.275,-0.161,0.116,0.98,HUD_Follower
1758858344174,71.067,0.121,0.806,0.419,-0.074,0.044,0.996,0.121,1.103,0.274,-0.114,-0.016,0.993,Slide 1
1758858344204,71.067,0.121,0.806,0.419,-0.072,0.044,0.996,0.121,1.103,0.274,-0.113,-0.015,0.994,Slide 1
1758858344282,71.067,0.121,0.806,0.42,-0.072,0.043,0.997,0.121,1.103,0.275,-0.112,-0.01,0.994,Slide 1
1758858344341,71.067,0.121,0.806,0.42,-0.072,0.043,0.996,0.121,1.103,0.275,-0.144,-0.021,0.989,Slide 1
1758858344371,71.067,0.121,0.806,0.42,-0.073,0.043,0.996,0.121,1.103,0.275,-0.144,-0.021,0.989,Slide 1
1758858344450,71.067,0.121,0.806,0.42,-0.073,0.044,0.996,0.121,1.103,0.275,-0.229,-0.025,0.973,Slide 1
1758858344507,71.067,0.121,0.805,0.42,-0.073,0.043,0.996,0.121,1.102,0.275,-0.23,-0.026,0.973,Slide 1
1758858344537,71.067,0.121,0.805,0.42,-0.071,0.042,0.997,0.121,1.102,0.275,-0.229,-0.027,0.973,Slide 1
1758858344591,71.067,0.121,0.805,0.42,-0.071,0.043,0.997,0.121,1.102,0.275,-0.228,-0.026,0.973,Slide 1
1758858344675,71.067,0.121,0.805,0.42,-0.069,0.043,0.997,0.121,1.102,0.275,0.026,-0.001,1,Slide 1
1758858344706,71.067,0.121,0.806,0.42,-0.069,0.043,0.997,0.121,1.103,0.275,0.025,-0.002,1,Slide 1
1758858344783,71.067,0.121,0.805,0.42,-0.068,0.043,0.997,0.121,1.102,0.275,0.05,-0.002,0.999,Slide 1
1758858344843,71.067,0.121,0.805,0.42,-0.067,0.043,0.997,0.121,1.102,0.275,0.047,-0.001,0.999,Slide 1
1758858344872,71.067,0.122,0.805,0.42,-0.066,0.042,0.997,0.121,1.102,0.275,0.048,-0.001,0.999,Slide 1
1758858344951,71.067,0.122,0.805,0.42,-0.066,0.042,0.997,0.122,1.102,0.275,0.068,-0.031,0.997,Slide 1
1758858345008,71.067,0.122,0.805,0.42,-0.066,0.042,0.997,0.122,1.102,0.275,0.064,-0.034,0.997,Slide 1
1758858345062,71.067,0.122,0.805,0.42,-0.065,0.043,0.997,0.122,1.102,0.275,0.064,-0.032,0.997,Slide 1
1758858345118,71.067,0.122,0.805,0.42,-0.063,0.043,0.997,0.122,1.102,0.275,0.069,-0.033,0.997,Slide 1
1758858345178,71.067,0.122,0.805,0.42,-0.062,0.042,0.997,0.122,1.102,0.275,0.067,-0.025,0.997,Slide 1
1758858345208,71.067,0.122,0.805,0.42,-0.061,0.042,0.997,0.122,1.102,0.275,0.066,0.001,0.998,Slide 1
1758858345286,71.067,0.122,0.805,0.42,-0.06,0.042,0.997,0.122,1.102,0.275,0.243,0.123,0.962,Slide 1
1758858345344,71.067,0.123,0.805,0.42,-0.058,0.041,0.997,0.123,1.102,0.275,0.235,0.122,0.964,Slide 1
1758858345375,71.067,0.123,0.805,0.42,-0.055,0.042,0.998,0.123,1.102,0.275,0.236,0.122,0.964,Slide 1
1758858345452,71.067,0.123,0.805,0.421,-0.051,0.042,0.998,0.123,1.102,0.276,0.236,0.115,0.965,Slide 1
1758858345510,71.067,0.124,0.805,0.421,-0.05,0.042,0.998,0.124,1.102,0.276,0.231,0.119,0.966,Slide 1
1758858345565,71.067,0.124,0.805,0.421,-0.05,0.043,0.998,0.124,1.102,0.276,0.224,0.119,0.967,Slide 1
1758858345619,71.067,0.124,0.805,0.421,-0.052,0.042,0.998,0.124,1.102,0.276,0.1,0.133,0.986,Slide 1
1758858345677,71.067,0.124,0.805,0.421,-0.053,0.042,0.998,0.124,1.102,0.276,-0.167,0.142,0.976,None
1758858345708,71.067,0.124,0.805,0.421,-0.052,0.042,0.998,0.124,1.102,0.276,-0.167,0.142,0.976,Slide 1
1758858345786,71.067,0.124,0.805,0.421,-0.052,0.043,0.998,0.124,1.102,0.276,-0.166,0.145,0.975,None
1758858345844,71.067,0.124,0.805,0.421,-0.052,0.043,0.998,0.124,1.102,0.276,-0.17,0.146,0.975,None
1758858345899,71.067,0.124,0.805,0.421,-0.052,0.043,0.998,0.124,1.102,0.276,-0.243,0.145,0.959,None
1758858345954,71.067,0.124,0.805,0.421,-0.052,0.044,0.998,0.124,1.102,0.276,-0.246,0.143,0.959,None
1758858346014,71.067,0.124,0.805,0.421,-0.051,0.045,0.998,0.124,1.102,0.276,-0.25,0.145,0.957,None
1758858346069,71.067,0.124,0.805,0.421,-0.047,0.049,0.998,0.124,1.102,0.276,-0.248,0.151,0.957,None
1758858346121,71.067,0.127,0.81,0.418,-0.024,0.075,0.997,0.127,1.105,0.274,-0.232,0.163,0.959,None
1758858346178,71.067,0.13,0.818,0.415,0.022,0.151,0.988,0.13,1.114,0.27,-0.067,0.213,0.975,HUD_Follower
1758858346234,71.067,0.135,0.827,0.41,0.091,0.241,0.966,0.135,1.124,0.265,0.252,-0.007,0.968,Slide 1
1758858346269,71.067,0.139,0.835,0.404,0.156,0.325,0.933,0.137,1.128,0.262,0.29,0.04,0.956,Slide 1
1758858346369,71.067,0.14,0.837,0.401,0.186,0.35,0.918,0.14,1.134,0.256,0.508,-0.214,0.834,None
1758858346423,71.067,0.142,0.843,0.395,0.227,0.391,0.892,0.142,1.14,0.25,0.56,-0.201,0.804,None
1758858346452,71.067,0.145,0.849,0.386,0.29,0.458,0.84,0.144,1.143,0.245,0.548,-0.212,0.809,None
1758858346505,71.067,0.146,0.851,0.382,0.311,0.471,0.826,0.145,1.147,0.239,0.542,-0.215,0.812,None
1758858346564,71.067,0.146,0.852,0.379,0.323,0.48,0.815,0.146,1.149,0.236,0.554,-0.196,0.809,None
1758858346647,71.067,0.146,0.854,0.377,0.33,0.488,0.808,0.146,1.151,0.231,0.58,-0.149,0.801,None
1758858346703,71.067,0.147,0.854,0.374,0.341,0.492,0.801,0.147,1.152,0.229,0.557,-0.149,0.817,None
1758858346759,71.067,0.149,0.854,0.373,0.355,0.483,0.801,0.149,1.151,0.228,0.563,-0.161,0.811,None
1758858346817,71.067,0.151,0.853,0.372,0.368,0.464,0.806,0.151,1.15,0.227,0.568,-0.195,0.8,None
1758858346877,71.067,0.154,0.853,0.371,0.376,0.462,0.803,0.154,1.15,0.226,0.571,-0.199,0.796,None
1758858346904,71.067,0.156,0.853,0.37,0.385,0.454,0.803,0.155,1.15,0.225,0.559,-0.189,0.807,None
1758858346982,71.067,0.156,0.853,0.369,0.384,0.459,0.801,0.156,1.15,0.224,0.554,-0.191,0.81,None
1758858347037,71.067,0.157,0.854,0.369,0.381,0.464,0.8,0.157,1.151,0.224,0.527,-0.173,0.832,None
1758858347092,71.067,0.157,0.854,0.368,0.376,0.461,0.804,0.158,1.151,0.223,0.512,-0.176,0.841,None
1758858347175,71.067,0.157,0.854,0.369,0.361,0.465,0.809,0.157,1.151,0.224,0.497,-0.177,0.85,None
1758858347211,71.067,0.156,0.855,0.37,0.34,0.467,0.816,0.157,1.151,0.224,0.48,-0.178,0.859,None
1758858347285,71.067,0.156,0.854,0.37,0.336,0.463,0.82,0.156,1.151,0.225,0.275,-0.195,0.941,None
1758858347338,71.067,0.156,0.854,0.37,0.324,0.461,0.826,0.156,1.151,0.225,0.268,-0.192,0.944,None
1758858347398,71.067,0.156,0.854,0.371,0.318,0.459,0.829,0.156,1.151,0.226,0.281,-0.191,0.941,None
1758858347505,71.067,0.156,0.855,0.372,0.312,0.465,0.828,0.156,1.151,0.227,0.285,-0.195,0.938,None
1758858347560,71.067,0.156,0.855,0.372,0.306,0.469,0.828,0.156,1.152,0.227,0.277,-0.188,0.942,None
1758858347616,71.067,0.156,0.855,0.372,0.303,0.472,0.828,0.156,1.152,0.227,0.267,-0.187,0.945,None
1758858347647,71.067,0.156,0.855,0.371,0.303,0.474,0.827,0.156,1.152,0.226,0.278,-0.187,0.942,None
1758858347680,71.067,0.157,0.856,0.371,0.309,0.48,0.821,0.156,1.152,0.226,0.282,-0.186,0.941,None
1758858347733,71.067,0.16,0.856,0.371,0.328,0.486,0.81,0.158,1.153,0.226,0.311,-0.169,0.935,None
1758858347790,71.067,0.16,0.856,0.371,0.344,0.491,0.801,0.16,1.153,0.226,0.459,-0.152,0.875,None
1758858347848,71.067,0.161,0.857,0.37,0.356,0.492,0.794,0.161,1.154,0.226,0.554,-0.146,0.82,None
1758858347907,71.067,0.162,0.857,0.37,0.362,0.498,0.788,0.162,1.154,0.225,0.559,-0.146,0.816,None
1758858347986,71.067,0.164,0.857,0.369,0.363,0.495,0.789,0.164,1.154,0.224,0.558,-0.143,0.817,None
1758858348036,71.067,0.167,0.857,0.368,0.372,0.494,0.786,0.167,1.154,0.223,0.558,-0.144,0.817,None
1758858348072,71.067,0.169,0.857,0.366,0.375,0.492,0.785,0.168,1.153,0.222,0.588,-0.149,0.795,None
1758858348126,71.067,0.171,0.857,0.366,0.377,0.495,0.783,0.17,1.153,0.221,0.59,-0.157,0.792,None
1758858348207,71.067,0.172,0.857,0.365,0.377,0.5,0.78,0.172,1.154,0.22,0.57,-0.155,0.807,None
1758858348261,71.067,0.172,0.858,0.364,0.373,0.507,0.777,0.172,1.155,0.219,0.569,-0.147,0.809,None
1758858348321,71.067,0.174,0.859,0.363,0.371,0.512,0.775,0.174,1.156,0.218,0.474,-0.122,0.872,None
1758858348379,71.067,0.175,0.858,0.363,0.376,0.509,0.774,0.175,1.155,0.218,0.469,-0.135,0.873,None
1758858348411,71.067,0.176,0.858,0.363,0.378,0.505,0.776,0.176,1.155,0.218,0.465,-0.142,0.874,None
1758858348463,71.067,0.176,0.858,0.363,0.372,0.505,0.779,0.176,1.155,0.217,0.459,-0.155,0.875,None
1758858348547,71.067,0.175,0.858,0.363,0.355,0.506,0.786,0.176,1.155,0.218,0.414,-0.155,0.897,None
1758858348579,71.067,0.175,0.858,0.363,0.345,0.504,0.792,0.175,1.155,0.218,0.3,-0.18,0.937,None
1758858348631,71.067,0.175,0.858,0.363,0.344,0.507,0.79,0.175,1.155,0.218,0.293,-0.181,0.939,None
1758858348715,71.067,0.175,0.859,0.363,0.351,0.509,0.786,0.175,1.155,0.218,0.323,-0.179,0.929,None
1758858348746,71.067,0.175,0.859,0.363,0.353,0.509,0.785,0.175,1.155,0.218,0.405,-0.17,0.898,None
1758858348798,71.067,0.175,0.859,0.363,0.353,0.51,0.784,0.175,1.156,0.218,0.495,-0.145,0.856,None
1758858348852,71.067,0.174,0.859,0.363,0.355,0.51,0.784,0.174,1.156,0.218,0.497,-0.143,0.856,None
1758858348909,71.067,0.174,0.859,0.362,0.358,0.509,0.783,0.174,1.156,0.218,0.493,-0.156,0.856,None
1758858348960,71.067,0.173,0.859,0.362,0.36,0.51,0.781,0.174,1.156,0.217,0.497,-0.155,0.853,None
1758858349044,71.067,0.173,0.859,0.362,0.36,0.51,0.781,0.173,1.156,0.217,0.557,-0.151,0.816,None
1758858349212,71.067,0.173,0.859,0.362,0.36,0.51,0.781,0.173,1.156,0.217,0.555,-0.148,0.819,None
1758858349220,71.067,0.173,0.859,0.362,0.36,0.51,0.781,0.173,1.156,0.217,0.555,-0.148,0.819,None
1758858349223,71.067,0.173,0.86,0.361,0.363,0.509,0.781,0.173,1.156,0.217,0.555,-0.148,0.819,None
1758858349304,71.067,0.172,0.861,0.358,0.366,0.513,0.777,0.173,1.157,0.216,0.564,-0.153,0.811,None
1758858349403,71.067,0.172,0.861,0.356,0.369,0.518,0.772,0.172,1.158,0.211,0.565,-0.129,0.815,None
1758858349452,71.067,0.171,0.862,0.352,0.374,0.526,0.764,0.171,1.159,0.207,0.568,-0.121,0.814,None
1758858349482,71.067,0.171,0.861,0.351,0.375,0.528,0.762,0.171,1.159,0.207,0.567,-0.123,0.814,None
1758858349531,71.067,0.171,0.862,0.351,0.378,0.526,0.762,0.171,1.159,0.206,0.574,-0.124,0.809,None
1758858349603,71.067,0.171,0.862,0.35,0.379,0.526,0.761,0.171,1.159,0.205,0.57,-0.121,0.813,None
1758858349655,71.067,0.171,0.862,0.35,0.381,0.525,0.761,0.171,1.159,0.205,0.592,-0.121,0.797,None
1758858349711,71.067,0.171,0.862,0.349,0.382,0.527,0.759,0.171,1.159,0.204,0.594,-0.116,0.796,None
1758858349767,71.067,0.172,0.862,0.349,0.383,0.528,0.758,0.172,1.159,0.204,0.592,-0.117,0.798,None
1758858349821,71.067,0.172,0.862,0.35,0.384,0.528,0.757,0.172,1.159,0.204,0.588,-0.116,0.8,None
1758858349881,71.067,0.172,0.862,0.35,0.386,0.528,0.756,0.172,1.159,0.205,0.591,-0.125,0.797,None
1758858349935,71.067,0.172,0.862,0.351,0.389,0.526,0.756,0.172,1.159,0.206,0.593,-0.127,0.795,None
1758858349990,71.067,0.173,0.861,0.352,0.391,0.525,0.756,0.172,1.158,0.206,0.593,-0.128,0.795,None
1758858350071,71.067,0.173,0.861,0.352,0.393,0.526,0.754,0.173,1.158,0.207,0.597,-0.123,0.792,None
1758858350102,71.067,0.174,0.861,0.353,0.395,0.526,0.753,0.173,1.158,0.207,0.599,-0.124,0.792,None
1758858350157,71.067,0.174,0.861,0.353,0.399,0.525,0.752,0.174,1.158,0.208,0.603,-0.125,0.788,None
1758858350219,71.067,0.175,0.861,0.353,0.404,0.526,0.749,0.174,1.158,0.208,0.602,-0.127,0.788,None
1758858350270,71.067,0.175,0.861,0.353,0.409,0.528,0.744,0.175,1.158,0.208,0.604,-0.126,0.787,None
1758858350324,71.067,0.176,0.861,0.353,0.418,0.527,0.74,0.176,1.158,0.208,0.612,-0.123,0.781,None
1758858350409,71.067,0.176,0.861,0.353,0.421,0.528,0.737,0.176,1.158,0.208,0.622,-0.121,0.773,None
1758858350438,71.067,0.176,0.861,0.353,0.425,0.53,0.734,0.176,1.158,0.208,0.624,-0.12,0.772,None
1758858350492,71.067,0.176,0.861,0.353,0.426,0.53,0.733,0.176,1.158,0.208,0.615,-0.128,0.778,None
1758858350551,71.067,0.176,0.861,0.353,0.426,0.531,0.733,0.176,1.158,0.208,0.61,-0.127,0.782,None
1758858350632,71.067,0.176,0.862,0.353,0.426,0.532,0.732,0.176,1.158,0.208,0.61,-0.131,0.782,None
1758858350661,71.067,0.175,0.861,0.353,0.426,0.531,0.732,0.176,1.159,0.208,0.607,-0.136,0.783,None
1758858350744,71.067,0.175,0.861,0.353,0.427,0.53,0.733,0.175,1.158,0.208,0.612,-0.12,0.782,None
1758858350777,71.067,0.175,0.861,0.353,0.428,0.53,0.733,0.175,1.158,0.208,0.613,-0.121,0.781,None
1758858350854,71.067,0.175,0.861,0.353,0.428,0.53,0.732,0.176,1.158,0.208,0.616,-0.121,0.779,None
1758858350907,71.067,0.176,0.861,0.353,0.428,0.53,0.732,0.176,1.158,0.208,0.617,-0.121,0.777,None
1758858350937,71.067,0.176,0.861,0.353,0.428,0.529,0.733,0.176,1.158,0.208,0.618,-0.121,0.777,None
1758858351018,71.067,0.176,0.861,0.353,0.428,0.529,0.733,0.176,1.158,0.208,0.604,-0.12,0.788,None
1758858351051,71.067,0.176,0.861,0.354,0.427,0.529,0.733,0.176,1.158,0.209,0.601,-0.12,0.79,None
1758858351134,71.067,0.176,0.861,0.354,0.429,0.527,0.734,0.176,1.158,0.209,0.6,-0.128,0.79,None
1758858351165,71.067,0.176,0.861,0.354,0.429,0.527,0.733,0.176,1.158,0.209,0.598,-0.132,0.79,None
1758858351242,71.067,0.177,0.861,0.354,0.429,0.527,0.734,0.177,1.158,0.209,0.609,-0.133,0.782,None
1758858351326,71.067,0.177,0.861,0.354,0.43,0.526,0.734,0.177,1.158,0.209,0.604,-0.13,0.786,None
1758858351384,71.067,0.177,0.861,0.354,0.43,0.526,0.734,0.177,1.158,0.209,0.601,-0.131,0.788,None
1758858351406,71.067,0.177,0.861,0.354,0.43,0.525,0.734,0.177,1.158,0.209,0.598,-0.131,0.79,None
1758858351487,71.067,0.177,0.861,0.354,0.43,0.526,0.734,0.177,1.158,0.209,0.599,-0.134,0.79,None
1758858351541,71.067,0.177,0.861,0.354,0.431,0.525,0.734,0.177,1.158,0.209,0.6,-0.143,0.787,None
1758858351597,71.067,0.177,0.861,0.354,0.431,0.524,0.735,0.177,1.158,0.209,0.599,-0.135,0.79,None
1758858351656,71.067,0.177,0.861,0.354,0.431,0.523,0.735,0.177,1.158,0.209,0.598,-0.131,0.791,None
1758858351731,71.067,0.177,0.861,0.354,0.431,0.523,0.735,0.177,1.158,0.209,0.606,-0.134,0.784,None
1758858351759,71.067,0.178,0.861,0.354,0.431,0.524,0.735,0.178,1.158,0.209,0.606,-0.134,0.784,None
1758858351833,71.067,0.178,0.861,0.354,0.431,0.524,0.735,0.178,1.158,0.209,0.61,-0.133,0.781,None
1758858351884,71.067,0.178,0.861,0.354,0.431,0.525,0.734,0.178,1.158,0.209,0.603,-0.14,0.785,None
1758858351942,71.067,0.177,0.861,0.354,0.43,0.523,0.736,0.178,1.158,0.209,0.601,-0.141,0.787,None
1758858352021,71.067,0.177,0.861,0.354,0.43,0.523,0.736,0.177,1.158,0.21,0.605,-0.138,0.784,None
1758858352081,71.067,0.177,0.861,0.354,0.431,0.524,0.735,0.177,1.158,0.209,0.614,-0.144,0.776,None
1758858352131,71.067,0.177,0.861,0.354,0.431,0.524,0.735,0.177,1.158,0.209,0.616,-0.132,0.777,None
1758858352210,71.067,0.177,0.86,0.354,0.43,0.523,0.735,0.177,1.157,0.209,0.612,-0.135,0.779,None
1758858352262,71.067,0.177,0.861,0.354,0.43,0.524,0.735,0.177,1.157,0.209,0.612,-0.135,0.779,None
1758858352291,71.067,0.177,0.861,0.354,0.43,0.525,0.734,0.177,1.158,0.209,0.613,-0.135,0.779,None
1758858352356,71.067,0.177,0.861,0.354,0.43,0.525,0.734,0.177,1.158,0.209,0.612,-0.131,0.78,None
1758858352430,71.067,0.177,0.861,0.354,0.43,0.526,0.734,0.177,1.158,0.209,0.601,-0.133,0.788,None
1758858352489,71.067,0.177,0.861,0.354,0.429,0.526,0.734,0.177,1.158,0.209,0.608,-0.132,0.783,None
1758858352543,71.067,0.177,0.861,0.354,0.429,0.526,0.734,0.177,1.158,0.209,0.609,-0.131,0.782,None
1758858352596,71.067,0.177,0.861,0.354,0.429,0.526,0.734,0.177,1.158,0.209,0.536,-0.145,0.832,None
1758858352651,71.067,0.177,0.861,0.354,0.429,0.526,0.735,0.177,1.158,0.209,0.53,-0.146,0.836,None
1758858352702,71.067,0.177,0.861,0.354,0.43,0.525,0.735,0.177,1.158,0.209,0.529,-0.151,0.835,None
1758858352751,71.067,0.177,0.861,0.354,0.429,0.525,0.735,0.177,1.158,0.209,0.57,-0.126,0.812,None
1758858352806,71.067,0.177,0.861,0.354,0.429,0.526,0.735,0.177,1.158,0.209,0.612,-0.119,0.782,None
1758858352886,71.067,0.177,0.861,0.355,0.429,0.526,0.734,0.177,1.158,0.21,0.609,-0.12,0.784,None
1758858352944,71.067,0.177,0.861,0.354,0.429,0.525,0.735,0.177,1.158,0.209,0.61,-0.129,0.782,None
1758858353026,71.067,0.177,0.861,0.354,0.429,0.525,0.736,0.177,1.158,0.209,0.611,-0.126,0.782,None
1758858353052,71.067,0.177,0.861,0.354,0.429,0.525,0.735,0.177,1.158,0.209,0.61,-0.135,0.781,None
1758858353111,71.067,0.177,0.861,0.354,0.429,0.525,0.735,0.177,1.158,0.209,0.611,-0.122,0.782,None
1758858353195,71.067,0.177,0.861,0.354,0.429,0.525,0.735,0.177,1.158,0.209,0.607,-0.129,0.784,None
1758858353247,71.067,0.177,0.861,0.354,0.429,0.526,0.735,0.177,1.158,0.209,0.609,-0.129,0.782,None
1758858353295,71.067,0.177,0.861,0.354,0.429,0.526,0.735,0.177,1.158,0.209,0.609,-0.135,0.782,None
1758858353356,71.067,0.177,0.861,0.354,0.429,0.526,0.734,0.177,1.158,0.209,0.607,-0.134,0.783,None
1758858353409,71.067,0.177,0.861,0.354,0.429,0.526,0.734,0.177,1.158,0.209,0.606,-0.137,0.783,None
1758858353461,71.067,0.177,0.861,0.354,0.429,0.526,0.734,0.177,1.158,0.209,0.606,-0.138,0.783,None
1758858353520,71.067,0.177,0.861,0.354,0.429,0.526,0.735,0.177,1.158,0.209,0.609,-0.139,0.781,None
1758858353580,71.067,0.177,0.861,0.354,0.428,0.525,0.735,0.177,1.158,0.209,0.609,-0.146,0.78,None
1758858353613,71.067,0.177,0.861,0.354,0.429,0.525,0.735,0.177,1.158,0.209,0.602,-0.147,0.785,None
1758858353667,71.067,0.177,0.861,0.354,0.429,0.525,0.735,0.177,1.158,0.209,0.604,-0.137,0.785,None
1758858353748,71.067,0.177,0.861,0.354,0.428,0.527,0.735,0.177,1.158,0.209,0.61,-0.138,0.78,None
1758858353805,71.067,0.177,0.861,0.354,0.427,0.527,0.735,0.177,1.158,0.209,0.599,-0.138,0.788,None
1758858353836,71.067,0.177,0.861,0.354,0.428,0.527,0.734,0.177,1.158,0.209,0.597,-0.132,0.791,None
1758858353889,71.067,0.177,0.861,0.354,0.428,0.526,0.735,0.177,1.158,0.209,0.598,-0.128,0.791,None
1758858353948,71.067,0.177,0.861,0.354,0.428,0.525,0.735,0.177,1.158,0.209,0.609,-0.129,0.783,None
1758858354027,71.067,0.177,0.861,0.353,0.428,0.524,0.736,0.177,1.158,0.208,0.603,-0.141,0.785,None
1758858354084,71.067,0.177,0.861,0.353,0.428,0.525,0.735,0.177,1.158,0.208,0.607,-0.129,0.784,None
1758858354142,71.067,0.177,0.861,0.353,0.427,0.527,0.735,0.177,1.158,0.208,0.599,-0.133,0.79,None
1758858354196,71.067,0.176,0.861,0.353,0.425,0.527,0.736,0.176,1.158,0.208,0.596,-0.133,0.792,None
1758858354251,71.067,0.176,0.861,0.353,0.423,0.524,0.739,0.176,1.158,0.208,0.524,-0.144,0.84,None
1758858354311,71.067,0.176,0.86,0.353,0.419,0.519,0.745,0.176,1.157,0.208,0.504,-0.152,0.85,None
1758858354364,71.067,0.175,0.86,0.354,0.41,0.519,0.75,0.175,1.157,0.209,0.5,-0.162,0.851,None
1758858354419,71.067,0.174,0.86,0.355,0.399,0.519,0.756,0.174,1.157,0.21,0.494,-0.159,0.855,None
1758858354476,71.067,0.173,0.861,0.356,0.385,0.521,0.762,0.173,1.158,0.211,0.488,-0.151,0.86,None
1758858354507,71.067,0.172,0.861,0.356,0.373,0.524,0.766,0.172,1.158,0.211,0.487,-0.147,0.861,None
1758858354586,71.067,0.171,0.861,0.357,0.368,0.522,0.769,0.171,1.158,0.212,0.459,-0.146,0.876,None
1758858354643,71.067,0.17,0.86,0.358,0.353,0.515,0.781,0.17,1.157,0.213,0.442,-0.163,0.882,None
