
Timestamp(ms),GaugeValue,HeadPos.x,HeadPos.y,HeadPos.z,HeadForward.x,HeadForward.y,HeadForward.z,GazePos.x,GazePos.y,GazePos.z,GazeDirection.x,GazeDirection.y,GazeDirection.z,AOIName
1758851234915,0,-0.013,0.819,0.069,0.109,0.475,0.873,-0.023,0.41,0.536,0,0,1,None
1758851235070,0,-0.014,0.819,0.069,0.108,0.476,0.873,-0.023,0.41,0.536,0,0,1,None
1758851235185,0,-0.015,0.819,0.069,0.101,0.475,0.874,-0.023,0.409,0.536,0,0,1,None
1758851235320,0,-0.015,0.819,0.068,0.1,0.475,0.874,-0.024,0.409,0.536,0,0,1,None
1758851235421,0,-0.015,0.819,0.068,0.099,0.477,0.873,-0.024,0.409,0.536,0,0,1,None
1758851235524,0,-0.015,0.819,0.068,0.099,0.476,0.874,-0.024,0.409,0.536,0,0,1,None
1758851235656,0,-0.015,0.819,0.068,0.099,0.477,0.873,-0.024,0.409,0.536,0,0,1,None
1758851235748,0,-0.015,0.819,0.068,0.1,0.478,0.873,-0.024,0.409,0.536,0,0,1,None
1758851235899,0,-0.015,0.819,0.068,0.104,0.477,0.872,-0.023,0.409,0.536,0,0,1,None
1758851236081,0,-0.014,0.819,0.068,0.11,0.479,0.871,-0.023,0.409,0.536,0,0,1,None
1758851236207,0,-0.014,0.819,0.068,0.119,0.479,0.87,-0.023,0.409,0.536,0,0,1,None
1758851236320,0,-0.014,0.819,0.068,0.119,0.483,0.867,-0.023,0.41,0.536,0,0,1,None
1758851236448,0,-0.013,0.819,0.068,0.127,0.48,0.868,-0.023,0.41,0.536,0,0,1,None
1758851236571,0,-0.013,0.819,0.068,0.131,0.48,0.867,-0.023,0.409,0.536,0,0,1,None
1758851236686,0,-0.014,0.819,0.068,0.132,0.48,0.867,-0.023,0.409,0.536,0,0,1,None
1758851236798,0,-0.014,0.818,0.069,0.124,0.478,0.87,-0.023,0.409,0.537,0,0,1,None
1758851236964,0,-0.014,0.82,0.068,0.121,0.491,0.863,-0.023,0.41,0.536,0,0,1,None
1758851237091,0,-0.014,0.822,0.066,0.128,0.516,0.847,-0.023,0.411,0.536,0,0,1,None
1758851237198,0,-0.014,0.822,0.066,0.13,0.521,0.843,-0.023,0.411,0.535,0,0,1,None
1758851237368,0,-0.015,0.823,0.064,0.13,0.528,0.839,-0.023,0.411,0.535,0,0,1,None
1758851237473,0,-0.015,0.823,0.064,0.129,0.53,0.838,-0.023,0.411,0.535,0,0,1,None
1758851237604,0,-0.014,0.823,0.064,0.128,0.53,0.838,-0.023,0.411,0.535,0,0,1,None
1758851237738,0,-0.014,0.823,0.065,0.13,0.528,0.839,-0.023,0.411,0.535,0,0,1,None
1758851237847,0,-0.014,0.823,0.065,0.129,0.528,0.839,-0.023,0.411,0.535,0,0,1,None
1758851237956,0,-0.014,0.822,0.065,0.129,0.527,0.84,-0.023,0.411,0.535,0,0,1,None
1758851238083,0,-0.014,0.822,0.065,0.129,0.526,0.841,-0.023,0.411,0.535,0,0,1,None
1758851238221,0,-0.014,0.822,0.066,0.129,0.526,0.84,-0.023,0.411,0.535,0,0,1,None
1758851238326,0,-0.014,0.822,0.066,0.129,0.525,0.841,-0.023,0.411,0.535,0,0,1,None
1758851238422,0,-0.014,0.822,0.066,0.128,0.526,0.841,-0.023,0.411,0.535,0,0,1,None
1758851238527,0,-0.014,0.822,0.066,0.127,0.526,0.841,-0.023,0.411,0.535,0,0,1,None
1758851238635,0,-0.013,0.822,0.066,0.128,0.526,0.841,-0.023,0.411,0.535,0,0,1,None
1758851238742,0,-0.013,0.822,0.066,0.129,0.525,0.841,-0.023,0.411,0.535,0,0,1,None
1758851238858,0,-0.013,0.822,0.066,0.129,0.525,0.841,-0.023,0.411,0.535,0,0,1,None
1758851238966,0,-0.013,0.822,0.066,0.129,0.525,0.841,-0.023,0.411,0.535,0,0,1,None
1758851239082,0,-0.013,0.822,0.066,0.129,0.525,0.841,-0.023,0.411,0.535,0,0,1,None
1758851239194,0,-0.013,0.822,0.066,0.128,0.525,0.841,-0.023,0.411,0.535,0,0,1,None
1758851239332,0,-0.013,0.822,0.066,0.13,0.524,0.842,-0.023,0.411,0.535,0,0,1,None
1758851239456,0,-0.013,0.822,0.065,0.129,0.526,0.841,-0.023,0.411,0.535,0,0,1,None
1758851239630,0,-0.013,0.822,0.066,0.128,0.525,0.841,-0.023,0.411,0.535,0,0,1,None
1758851239750,0,-0.013,0.822,0.066,0.131,0.523,0.842,-0.023,0.411,0.535,0,0,1,None
1758851239874,0,-0.013,0.822,0.066,0.129,0.522,0.843,-0.023,0.411,0.536,0,0,1,None
1758851239962,0,-0.013,0.822,0.066,0.129,0.521,0.844,-0.023,0.411,0.536,0,0,1,None
1758851240087,0,-0.013,0.822,0.066,0.131,0.519,0.844,-0.023,0.411,0.536,0,0,1,None
1758851240235,0,-0.013,0.822,0.067,0.131,0.519,0.845,-0.023,0.411,0.536,0,0,1,None
1758851240364,0,-0.013,0.822,0.066,0.131,0.524,0.842,-0.023,0.411,0.536,0,0,1,None
1758851240502,0,-0.013,0.822,0.066,0.129,0.521,0.844,-0.023,0.411,0.536,0,0,1,None
1758851240599,0,-0.014,0.822,0.067,0.129,0.518,0.846,-0.023,0.411,0.536,0,0,1,None
1758851240726,0,-0.014,0.822,0.068,0.121,0.514,0.849,-0.023,0.411,0.536,0,0,1,None
1758851240856,0,-0.016,0.822,0.068,0.102,0.518,0.849,-0.024,0.411,0.536,0,0,1,None
1758851240953,0,-0.017,0.822,0.068,0.088,0.518,0.851,-0.025,0.411,0.536,0,0,1,None
1758851241077,0,-0.019,0.822,0.068,0.066,0.516,0.854,-0.026,0.411,0.536,0,0,1,None
1758851241229,0,-0.019,0.822,0.069,0.063,0.515,0.855,-0.026,0.411,0.536,0,0,1,None
1758851241376,0,-0.019,0.821,0.069,0.065,0.516,0.854,-0.026,0.411,0.536,0,0,1,None
1758851241500,0,-0.019,0.821,0.069,0.064,0.516,0.854,-0.026,0.411,0.536,0,0,1,None
1758851241620,0,-0.019,0.821,0.069,0.063,0.514,0.855,-0.026,0.41,0.536,0,0,1,None
1758851241742,0,-0.019,0.821,0.07,0.059,0.513,0.856,-0.026,0.41,0.536,0,0,1,None
1758851241864,0,-0.02,0.821,0.07,0.056,0.511,0.858,-0.026,0.41,0.536,0,0,1,None
1758851241987,0,-0.02,0.821,0.07,0.058,0.512,0.857,-0.026,0.41,0.536,0,0,1,None
1758851242088,0,-0.019,0.821,0.07,0.059,0.511,0.857,-0.026,0.41,0.536,0,0,1,None
1758851242194,0,-0.019,0.821,0.07,0.06,0.51,0.858,-0.026,0.41,0.536,0,0,1,None
1758851242318,0,-0.019,0.821,0.07,0.06,0.511,0.857,-0.026,0.41,0.536,0,0,1,None
1758851242424,0,-0.019,0.821,0.07,0.061,0.512,0.857,-0.026,0.41,0.536,0,0,1,None
1758851242557,0,-0.019,0.821,0.07,0.061,0.511,0.858,-0.026,0.41,0.536,0,0,1,None
1758851242654,0,-0.019,0.821,0.07,0.063,0.511,0.857,-0.026,0.41,0.536,0,0,1,None
1758851242774,0,-0.02,0.821,0.07,0.059,0.51,0.858,-0.026,0.41,0.536,0,0,1,None
1758851242897,0,-0.02,0.821,0.07,0.06,0.51,0.858,-0.026,0.41,0.536,0,0,1,None
1758851242994,0,-0.019,0.821,0.07,0.062,0.511,0.858,-0.026,0.41,0.536,0,0,1,None
1758851243097,0,-0.019,0.821,0.07,0.062,0.51,0.858,-0.026,0.41,0.536,0,0,1,None
1758851243230,0,-0.019,0.821,0.07,0.062,0.509,0.858,-0.026,0.41,0.536,0,0,1,None
1758851243329,0,-0.019,0.82,0.07,0.064,0.509,0.858,-0.026,0.41,0.536,0,0,1,None
