
Timestamp,Target,SlideNumber,Type,Source
2025-09-25T22:21:46.6156791-04:00,Highlight_1.1,1,OPEN,USER
2025-09-25T22:21:51.8456563-04:00,Highlight_1.2,1,OPEN,USER
2025-09-25T22:22:18.2422040-04:00,Highlight_1.2,1,CLOSE,SYSTEM
2025-09-25T22:22:41.3495716-04:00,Highlight_2.2,2,OPEN,USER
