
Timestamp(ms),GaugeValue,HeadPos.x,HeadPos.y,HeadPos.z,HeadForward.x,HeadForward.y,HeadForward.z,GazePos.x,GazePos.y,GazePos.z,GazeDirection.x,GazeDirection.y,GazeDirection.z,AOIName
1758850302333,0,0.04,1.094,-0.078,-0.005,0.007,1,0.004,0.548,0.461,0,0,1,None
1758850302463,0,0.032,1.093,-0.088,-0.012,0.053,0.999,0,0.547,0.456,0,0,1,None
1758850302645,0,0.02,1.091,-0.081,-0.039,0.042,0.998,-0.006,0.546,0.459,0,0,1,None
1758850302718,0,0.021,1.092,-0.069,-0.038,0.034,0.999,-0.006,0.546,0.465,0,0,1,None
1758850302777,0,0.024,1.09,-0.061,-0.029,0.005,1,-0.004,0.545,0.469,0,0,1,None
1758850302890,0,0.026,1.093,-0.058,-0.018,0.014,1,-0.003,0.546,0.471,0,0,1,None
1758850302998,0,0.028,1.092,-0.056,-0.012,0.013,1,-0.002,0.546,0.472,0,0,1,None
1758850303166,0,0.028,1.092,-0.057,-0.017,0.017,1,-0.002,0.546,0.471,0,0,1,None
1758850303261,0,0.028,1.092,-0.058,-0.016,0.023,1,-0.002,0.546,0.471,0,0,1,None
1758850303362,0,0.028,1.092,-0.059,-0.009,0.024,1,-0.002,0.546,0.471,0,0,1,None
1758850303468,0,0.029,1.092,-0.06,-0.006,0.03,1,-0.002,0.546,0.47,0,0,1,None
1758850303574,0,0.029,1.092,-0.061,-0.005,0.034,0.999,-0.002,0.546,0.469,0,0,1,None
1758850303683,0,0.03,1.093,-0.062,-0.005,0.039,0.999,-0.001,0.546,0.469,0,0,1,None
1758850303792,0,0.029,1.093,-0.063,-0.002,0.044,0.999,-0.002,0.547,0.469,0,0,1,None
1758850303895,0,0.029,1.093,-0.063,0.001,0.046,0.999,-0.002,0.547,0.468,0,0,1,None
1758850304004,0,0.028,1.094,-0.064,0.005,0.048,0.999,-0.002,0.547,0.468,0,0,1,None
1758850304126,0,0.028,1.094,-0.064,0.007,0.05,0.999,-0.002,0.547,0.468,0,0,1,None
1758850304229,0,0.028,1.094,-0.065,0.009,0.054,0.999,-0.002,0.547,0.468,0,0,1,None
1758850304337,0,0.028,1.094,-0.065,0.011,0.058,0.998,-0.002,0.547,0.468,0,0,1,None
