
Timestamp(ms),GaugeValue,HeadPos.x,HeadPos.y,HeadPos.z,HeadForward.x,HeadForward.y,HeadForward.z,GazePos.x,GazePos.y,GazePos.z,GazeDirection.x,GazeDirection.y,GazeDirection.z,AOIName
1758852811897,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852812062,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852812840,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852812974,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813093,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813201,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813305,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813417,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813543,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813651,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813757,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813874,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852813985,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814087,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814195,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814301,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814409,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814526,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814639,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814752,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814858,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852814959,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815068,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815179,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815289,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815399,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815514,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815629,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815732,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815844,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852815955,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816065,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816171,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816278,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816390,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816498,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816614,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816729,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816842,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852816961,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817063,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817172,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817289,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817393,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817497,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817609,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817719,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817829,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852817955,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852818066,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852818190,0,0,-0.297,0.145,0,0,1,0,-0.307,0.645,0,0,1,None
1758852818291,0,0.001,0.791,0.144,-0.013,0.229,0.973,-0.016,0.394,0.572,0,0,1,None
1758852818416,0,0.001,0.79,0.143,0.008,0.22,0.975,-0.016,0.394,0.572,0,0,1,None
1758852818521,0,-0.001,0.791,0.145,-0.009,0.232,0.973,-0.017,0.394,0.573,0,0,1,None
1758852818633,0,0.001,0.79,0.145,-0.009,0.227,0.974,-0.016,0.394,0.573,0,0,1,None
