
Timestamp,Target,SlideNumber,Type,Source
2025-09-25T22:52:24.6463409-04:00,Highlight_1.2,1,OPEN,USER
2025-09-25T22:52:28.0432495-04:00,Highlight_1.1,1,OPEN,USER
